Device,Date,Temperature
Device_1,1947-06-06,0.0208
Device_2,1947-06-06,0.0
Device_1,1947-05-06,-0.0190
Device_2,1947-05-06,-0.06
Device_1,1947-04-06,0.0143
Device_2,1947-04-06,0.04
Device_1,1947-03-06,-0.0079
Device_2,1947-03-06,0.05
Device_1,1947-02-06,-0.0774
Device_2,1947-02-06,-0.08
Device_1,1947-01-06,-0.1816
Device_2,1947-01-06,-0.13
Device_1,1946-12-06,-0.2636
Device_2,1946-12-06,-0.29
Device_1,1946-11-06,-0.0119
Device_2,1946-11-06,-0.02
Device_1,1946-10-06,-0.0057
Device_2,1946-10-06,-0.06
Device_1,1946-09-06,-0.0164
Device_2,1946-09-06,-0.02
Device_1,1946-08-06,-0.0697
Device_2,1946-08-06,-0.08
Device_1,1946-07-06,-0.0367
Device_2,1946-07-06,-0.09
Device_1,1946-06-06,-0.1016
Device_2,1946-06-06,-0.17
Device_1,1946-05-06,-0.0298
Device_2,1946-05-06,-0.04
Device_1,1946-04-06,0.1768
Device_2,1946-04-06,0.11
Device_1,1946-03-06,0.0005
Device_2,1946-03-06,0.0
Device_1,1946-02-06,0.0888
Device_2,1946-02-06,0.06
Device_1,1946-01-06,0.2209
Device_2,1946-01-06,0.15
Device_1,1945-12-06,-0.0475
Device_2,1945-12-06,-0.1
Device_1,1945-11-06,0.1955
Device_2,1945-11-06,0.1
Device_1,1945-10-06,0.2569
Device_2,1945-10-06,0.22
Device_1,1945-09-06,0.2578
Device_2,1945-09-06,0.22
Device_1,1945-08-06,0.3546
Device_2,1945-08-06,0.25
Device_1,1945-07-06,0.1652
Device_2,1945-07-06,0.07
Device_1,1945-06-06,0.1413
Device_2,1945-06-06,0.02
Device_1,1945-05-06,0.1761
Device_2,1945-05-06,0.1
Device_1,1945-04-06,0.2764
Device_2,1945-04-06,0.24
Device_1,1945-03-06,0.1072
Device_2,1945-03-06,0.11
Device_1,1945-02-06,0.0149
Device_2,1945-02-06,0.02
Device_1,1945-01-06,0.1535
Device_2,1945-01-06,0.13
Device_1,1944-12-06,0.0951
Device_2,1944-12-06,0.05
Device_1,1944-11-06,0.1518
Device_2,1944-11-06,0.12
Device_1,1944-10-06,0.3230
Device_2,1944-10-06,0.27
Device_1,1944-09-06,0.3855
Device_2,1944-09-06,0.31
Device_1,1944-08-06,0.2804
Device_2,1944-08-06,0.23
Device_1,1944-07-06,0.3145
Device_2,1944-07-06,0.23
Device_1,1944-06-06,0.3348
Device_2,1944-06-06,0.22
Device_1,1944-05-06,0.2618
Device_2,1944-05-06,0.26
Device_1,1944-04-06,0.2718
Device_2,1944-04-06,0.27
Device_1,1944-03-06,0.3676
Device_2,1944-03-06,0.34
Device_1,1944-02-06,0.3032
Device_2,1944-02-06,0.31
Device_1,1944-01-06,0.4241
Device_2,1944-01-06,0.41
Device_1,1943-12-06,0.3539
Device_2,1943-12-06,0.28
Device_1,1943-11-06,0.2459
Device_2,1943-11-06,0.25
Device_1,1943-10-06,0.3095
Device_2,1943-10-06,0.3
Device_1,1943-09-06,0.1425
Device_2,1943-09-06,0.11
Device_1,1943-08-06,0.0992
Device_2,1943-08-06,0.03
Device_1,1943-07-06,0.1830
Device_2,1943-07-06,0.14
Device_1,1943-06-06,0.0245
Device_2,1943-06-06,-0.01
Device_1,1943-05-06,0.1326
Device_2,1943-05-06,0.1
Device_1,1943-04-06,0.1726
Device_2,1943-04-06,0.13
Device_1,1943-03-06,0.0762
Device_2,1943-03-06,0.01
Device_1,1943-02-06,0.1683
Device_2,1943-02-06,0.22
Device_1,1943-01-06,-0.0241
Device_2,1943-01-06,-0.01
Device_1,1942-12-06,0.1515
Device_2,1942-12-06,0.12
Device_1,1942-11-06,0.1670
Device_2,1942-11-06,0.13
Device_1,1942-10-06,0.1495
Device_2,1942-10-06,0.06
Device_1,1942-09-06,0.1179
Device_2,1942-09-06,0.0
Device_1,1942-08-06,0.0440
Device_2,1942-08-06,-0.03
Device_1,1942-07-06,0.0768
Device_2,1942-07-06,0.02
Device_1,1942-06-06,0.2098
Device_2,1942-06-06,0.11
Device_1,1942-05-06,0.1665
Device_2,1942-05-06,0.14
Device_1,1942-04-06,0.1900
Device_2,1942-04-06,0.14
Device_1,1942-03-06,0.1771
Device_2,1942-03-06,0.13
Device_1,1942-02-06,0.0971
Device_2,1942-02-06,0.05
Device_1,1942-01-06,0.2983
Device_2,1942-01-06,0.26
Device_1,1941-12-06,0.2108
Device_2,1941-12-06,0.14
Device_1,1941-11-06,0.2212
Device_2,1941-11-06,0.12
Device_1,1941-10-06,0.3130
Device_2,1941-10-06,0.24
Device_1,1941-09-06,0.0881
Device_2,1941-09-06,0.02
Device_1,1941-08-06,0.1736
Device_2,1941-08-06,0.14
Device_1,1941-07-06,0.2069
Device_2,1941-07-06,0.15
Device_1,1941-06-06,0.1614
Device_2,1941-06-06,0.04
Device_1,1941-05-06,0.2446
Device_2,1941-05-06,0.1
Device_1,1941-04-06,0.2229
Device_2,1941-04-06,0.11
Device_1,1941-03-06,0.1023
Device_2,1941-03-06,0.06
Device_1,1941-02-06,0.2270
Device_2,1941-02-06,0.23
Device_1,1941-01-06,0.1802
Device_2,1941-01-06,0.13
Device_1,1940-12-06,0.2683
Device_2,1940-12-06,0.19
Device_1,1940-11-06,0.1004
Device_2,1940-11-06,0.13
Device_1,1940-10-06,0.0993
Device_2,1940-10-06,0.07
Device_1,1940-09-06,0.1483
Device_2,1940-09-06,0.12
Device_1,1940-08-06,0.0902
Device_2,1940-08-06,0.01
Device_1,1940-07-06,0.1459
Device_2,1940-07-06,0.1
Device_1,1940-06-06,0.1039
Device_2,1940-06-06,0.05
Device_1,1940-05-06,0.0556
Device_2,1940-05-06,0.05
Device_1,1940-04-06,0.1286
Device_2,1940-04-06,0.16
Device_1,1940-03-06,0.0671
Device_2,1940-03-06,0.12
Device_1,1940-02-06,0.0514
Device_2,1940-02-06,0.06
Device_1,1940-01-06,-0.1226
Device_2,1940-01-06,-0.15
Device_1,1939-12-06,0.4057
Device_2,1939-12-06,0.4
Device_1,1939-11-06,0.0440
Device_2,1939-11-06,0.06
Device_1,1939-10-06,-0.0427
Device_2,1939-10-06,-0.03
Device_1,1939-09-06,0.0111
Device_2,1939-09-06,0.0
Device_1,1939-08-06,0.0555
Device_2,1939-08-06,-0.05
Device_1,1939-07-06,0.0061
Device_2,1939-07-06,-0.06
Device_1,1939-06-06,-0.0077
Device_2,1939-06-06,-0.08
Device_1,1939-05-06,-0.0366
Device_2,1939-05-06,-0.07
Device_1,1939-04-06,-0.1319
Device_2,1939-04-06,-0.12
Device_1,1939-03-06,-0.1897
Device_2,1939-03-06,-0.2
Device_1,1939-02-06,-0.1137
Device_2,1939-02-06,-0.12
Device_1,1939-01-06,-0.1665
Device_2,1939-01-06,-0.13
Device_1,1938-12-06,-0.2541
Device_2,1938-12-06,-0.26
Device_1,1938-11-06,0.0039
Device_2,1938-11-06,0.01
Device_1,1938-10-06,0.0724
Device_2,1938-10-06,0.11
Device_1,1938-09-06,0.0293
Device_2,1938-09-06,0.03
Device_1,1938-08-06,-0.0149
Device_2,1938-08-06,-0.04
Device_1,1938-07-06,-0.0505
Device_2,1938-07-06,-0.09
Device_1,1938-06-06,-0.0939
Device_2,1938-06-06,-0.17
Device_1,1938-05-06,-0.0190
Device_2,1938-05-06,-0.07
Device_1,1938-04-06,0.0428
Device_2,1938-04-06,0.05
Device_1,1938-03-06,0.0308
Device_2,1938-03-06,0.05
Device_1,1938-02-06,-0.0540
Device_2,1938-02-06,-0.04
Device_1,1938-01-06,-0.0378
Device_2,1938-01-06,0.0
Device_1,1937-12-06,-0.0919
Device_2,1937-12-06,-0.12
Device_1,1937-11-06,0.0099
Device_2,1937-11-06,0.09
Device_1,1937-10-06,0.1137
Device_2,1937-10-06,0.1
Device_1,1937-09-06,0.1316
Device_2,1937-09-06,0.14
Device_1,1937-08-06,0.0930
Device_2,1937-08-06,0.03
Device_1,1937-07-06,-0.0004
Device_2,1937-07-06,-0.05
Device_1,1937-06-06,0.0126
Device_2,1937-06-06,-0.08
Device_1,1937-05-06,-0.0187
Device_2,1937-05-06,-0.07
Device_1,1937-04-06,-0.1262
Device_2,1937-04-06,-0.17
Device_1,1937-03-06,-0.1823
Device_2,1937-03-06,-0.17
Device_1,1937-02-06,0.0385
Device_2,1937-02-06,0.05
Device_1,1937-01-06,-0.1684
Device_2,1937-01-06,-0.11
Device_1,1936-12-06,-0.0193
Device_2,1936-12-06,-0.04
Device_1,1936-11-06,-0.0275
Device_2,1936-11-06,-0.05
Device_1,1936-10-06,-0.0224
Device_2,1936-10-06,-0.04
Device_1,1936-09-06,-0.0389
Device_2,1936-09-06,-0.06
Device_1,1936-08-06,-0.0557
Device_2,1936-08-06,-0.12
Device_1,1936-07-06,-0.0139
Device_2,1936-07-06,-0.06
Device_1,1936-06-06,-0.1075
Device_2,1936-06-06,-0.19
Device_1,1936-05-06,-0.1178
Device_2,1936-05-06,-0.17
Device_1,1936-04-06,-0.1789
Device_2,1936-04-06,-0.2
Device_1,1936-03-06,-0.2107
Device_2,1936-03-06,-0.23
Device_1,1936-02-06,-0.3137
Device_2,1936-02-06,-0.39
Device_1,1936-01-06,-0.2547
Device_2,1936-01-06,-0.29
Device_1,1935-12-06,-0.1769
Device_2,1935-12-06,-0.22
Device_1,1935-11-06,-0.2707
Device_2,1935-11-06,-0.29
Device_1,1935-10-06,-0.0130
Device_2,1935-10-06,-0.08
Device_1,1935-09-06,-0.0916
Device_2,1935-09-06,-0.17
Device_1,1935-08-06,-0.1003
Device_2,1935-08-06,-0.17
Device_1,1935-07-06,-0.1155
Device_2,1935-07-06,-0.19
Device_1,1935-06-06,-0.1706
Device_2,1935-06-06,-0.23
Device_1,1935-05-06,-0.2038
Device_2,1935-05-06,-0.26
Device_1,1935-04-06,-0.2567
Device_2,1935-04-06,-0.35
Device_1,1935-03-06,-0.1475
Device_2,1935-03-06,-0.13
Device_1,1935-02-06,0.1659
Device_2,1935-02-06,0.11
Device_1,1935-01-06,-0.2894
Device_2,1935-01-06,-0.37
Device_1,1934-12-06,-0.0256
Device_2,1934-12-06,-0.09
Device_1,1934-11-06,0.0128
Device_2,1934-11-06,-0.01
Device_1,1934-10-06,-0.0693
Device_2,1934-10-06,-0.11
Device_1,1934-09-06,-0.1226
Device_2,1934-09-06,-0.16
Device_1,1934-08-06,-0.0548
Device_2,1934-08-06,-0.1
Device_1,1934-07-06,-0.0894
Device_2,1934-07-06,-0.11
Device_1,1934-06-06,-0.0025
Device_2,1934-06-06,-0.14
Device_1,1934-05-06,-0.0444
Device_2,1934-05-06,-0.11
Device_1,1934-04-06,-0.2318
Device_2,1934-04-06,-0.27
Device_1,1934-03-06,-0.2574
Device_2,1934-03-06,-0.31
Device_1,1934-02-06,-0.0231
Device_2,1934-02-06,-0.04
Device_1,1934-01-06,-0.3102
Device_2,1934-01-06,-0.27
Device_1,1933-12-06,-0.4069
Device_2,1933-12-06,-0.47
Device_1,1933-11-06,-0.2548
Device_2,1933-11-06,-0.31
Device_1,1933-10-06,-0.1879
Device_2,1933-10-06,-0.24
Device_1,1933-09-06,-0.2214
Device_2,1933-09-06,-0.26
Device_1,1933-08-06,-0.1889
Device_2,1933-08-06,-0.23
Device_1,1933-07-06,-0.1810
Device_2,1933-07-06,-0.2
Device_1,1933-06-06,-0.2007
Device_2,1933-06-06,-0.32
Device_1,1933-05-06,-0.2091
Device_2,1933-05-06,-0.25
Device_1,1933-04-06,-0.2044
Device_2,1933-04-06,-0.23
Device_1,1933-03-06,-0.2476
Device_2,1933-03-06,-0.29
Device_1,1933-02-06,-0.3167
Device_2,1933-02-06,-0.32
Device_1,1933-01-06,-0.3073
Device_2,1933-01-06,-0.34
Device_1,1932-12-06,-0.1861
Device_2,1932-12-06,-0.22
Device_1,1932-11-06,-0.1945
Device_2,1932-11-06,-0.26
Device_1,1932-10-06,-0.0926
Device_2,1932-10-06,-0.1
Device_1,1932-09-06,-0.0695
Device_2,1932-09-06,-0.11
Device_1,1932-08-06,-0.1757
Device_2,1932-08-06,-0.24
Device_1,1932-07-06,-0.1208
Device_2,1932-07-06,-0.24
Device_1,1932-06-06,-0.1578
Device_2,1932-06-06,-0.3
Device_1,1932-05-06,-0.1674
Device_2,1932-05-06,-0.22
Device_1,1932-04-06,-0.0324
Device_2,1932-04-06,-0.07
Device_1,1932-03-06,-0.1799
Device_2,1932-03-06,-0.2
Device_1,1932-02-06,-0.1794
Device_2,1932-02-06,-0.18
Device_1,1932-01-06,0.1547
Device_2,1932-01-06,0.13
Device_1,1931-12-06,-0.1052
Device_2,1931-12-06,-0.1
Device_1,1931-11-06,-0.1139
Device_2,1931-11-06,-0.12
Device_1,1931-10-06,0.0092
Device_2,1931-10-06,0.0
Device_1,1931-09-06,0.0035
Device_2,1931-09-06,-0.06
Device_1,1931-08-06,0.0047
Device_2,1931-08-06,0.0
Device_1,1931-07-06,-0.0155
Device_2,1931-07-06,0.01
Device_1,1931-06-06,-0.0185
Device_2,1931-06-06,-0.06
Device_1,1931-05-06,-0.1499
Device_2,1931-05-06,-0.22
Device_1,1931-04-06,-0.1625
Device_2,1931-04-06,-0.21
Device_1,1931-03-06,-0.0061
Device_2,1931-03-06,-0.06
Device_1,1931-02-06,-0.2225
Device_2,1931-02-06,-0.22
Device_1,1931-01-06,-0.0470
Device_2,1931-01-06,-0.1
Device_1,1930-12-06,0.0064
Device_2,1930-12-06,-0.09
Device_1,1930-11-06,0.1368
Device_2,1930-11-06,0.14
Device_1,1930-10-06,-0.0011
Device_2,1930-10-06,-0.08
Device_1,1930-09-06,-0.1043
Device_2,1930-09-06,-0.11
Device_1,1930-08-06,-0.0900
Device_2,1930-08-06,-0.11
Device_1,1930-07-06,-0.0692
Device_2,1930-07-06,-0.17
Device_1,1930-06-06,-0.1135
Device_2,1930-06-06,-0.19
Device_1,1930-05-06,-0.1976
Device_2,1930-05-06,-0.25
Device_1,1930-04-06,-0.1950
Device_2,1930-04-06,-0.26
Device_1,1930-03-06,-0.0549
Device_2,1930-03-06,-0.08
Device_1,1930-02-06,-0.2000
Device_2,1930-02-06,-0.24
Device_1,1930-01-06,-0.3206
Device_2,1930-01-06,-0.29
Device_1,1929-12-06,-0.5167
Device_2,1929-12-06,-0.55
Device_1,1929-11-06,-0.0971
Device_2,1929-11-06,-0.14
Device_1,1929-10-06,-0.1185
Device_2,1929-10-06,-0.15
Device_1,1929-09-06,-0.2089
Device_2,1929-09-06,-0.23
Device_1,1929-08-06,-0.2078
Device_2,1929-08-06,-0.29
Device_1,1929-07-06,-0.2735
Device_2,1929-07-06,-0.33
Device_1,1929-06-06,-0.2746
Device_2,1929-06-06,-0.43
Device_1,1929-05-06,-0.2886
Device_2,1929-05-06,-0.39
Device_1,1929-04-06,-0.2976
Device_2,1929-04-06,-0.4
Device_1,1929-03-06,-0.2654
Device_2,1929-03-06,-0.34
Device_1,1929-02-06,-0.5495
Device_2,1929-02-06,-0.61
Device_1,1929-01-06,-0.4840
Device_2,1929-01-06,-0.47
Device_1,1928-12-06,-0.1713
Device_2,1928-12-06,-0.2
Device_1,1928-11-06,-0.0679
Device_2,1928-11-06,-0.09
Device_1,1928-10-06,-0.1256
Device_2,1928-10-06,-0.19
Device_1,1928-09-06,-0.1904
Device_2,1928-09-06,-0.2
Device_1,1928-08-06,-0.1997
Device_2,1928-08-06,-0.25
Device_1,1928-07-06,-0.1773
Device_2,1928-07-06,-0.21
Device_1,1928-06-06,-0.2777
Device_2,1928-06-06,-0.41
Device_1,1928-05-06,-0.1866
Device_2,1928-05-06,-0.3
Device_1,1928-04-06,-0.2444
Device_2,1928-04-06,-0.29
Device_1,1928-03-06,-0.2630
Device_2,1928-03-06,-0.28
Device_1,1928-02-06,-0.1450
Device_2,1928-02-06,-0.12
Device_1,1928-01-06,-0.0800
Device_2,1928-01-06,-0.04
Device_1,1927-12-06,-0.3132
Device_2,1927-12-06,-0.36
Device_1,1927-11-06,-0.0397
Device_2,1927-11-06,-0.04
Device_1,1927-10-06,0.0140
Device_2,1927-10-06,-0.01
Device_1,1927-09-06,-0.0275
Device_2,1927-09-06,-0.06
Device_1,1927-08-06,-0.1145
Device_2,1927-08-06,-0.19
Device_1,1927-07-06,-0.1035
Device_2,1927-07-06,-0.15
Device_1,1927-06-06,-0.2014
Device_2,1927-06-06,-0.27
Device_1,1927-05-06,-0.2286
Device_2,1927-05-06,-0.25
Device_1,1927-04-06,-0.2207
Device_2,1927-04-06,-0.31
Device_1,1927-03-06,-0.2563
Device_2,1927-03-06,-0.39
Device_1,1927-02-06,-0.1917
Device_2,1927-02-06,-0.21
Device_1,1927-01-06,-0.1723
Device_2,1927-01-06,-0.28
Device_1,1926-12-06,-0.2158
Device_2,1926-12-06,-0.3
Device_1,1926-11-06,-0.0784
Device_2,1926-11-06,-0.06
Device_1,1926-10-06,-0.0840
Device_2,1926-10-06,-0.11
Device_1,1926-09-06,-0.1031
Device_2,1926-09-06,-0.11
Device_1,1926-08-06,-0.0882
Device_2,1926-08-06,-0.11
Device_1,1926-07-06,-0.1582
Device_2,1926-07-06,-0.21
Device_1,1926-06-06,-0.1224
Device_2,1926-06-06,-0.25
Device_1,1926-05-06,-0.1345
Device_2,1926-05-06,-0.25
Device_1,1926-04-06,-0.1389
Device_2,1926-04-06,-0.15
Device_1,1926-03-06,0.0756
Device_2,1926-03-06,0.12
Device_1,1926-02-06,0.0811
Device_2,1926-02-06,0.07
Device_1,1926-01-06,0.1660
Device_2,1926-01-06,0.2
Device_1,1925-12-06,0.1358
Device_2,1925-12-06,0.11
Device_1,1925-11-06,0.0584
Device_2,1925-11-06,0.03
Device_1,1925-10-06,-0.1326
Device_2,1925-10-06,-0.17
Device_1,1925-09-06,-0.1040
Device_2,1925-09-06,-0.13
Device_1,1925-08-06,-0.1374
Device_2,1925-08-06,-0.19
Device_1,1925-07-06,-0.2093
Device_2,1925-07-06,-0.3
Device_1,1925-06-06,-0.2291
Device_2,1925-06-06,-0.34
Device_1,1925-05-06,-0.2233
Device_2,1925-05-06,-0.3
Device_1,1925-04-06,-0.1633
Device_2,1925-04-06,-0.25
Device_1,1925-03-06,-0.1692
Device_2,1925-03-06,-0.24
Device_1,1925-02-06,-0.2783
Device_2,1925-02-06,-0.35
Device_1,1925-01-06,-0.3246
Device_2,1925-01-06,-0.34
Device_1,1924-12-06,-0.3912
Device_2,1924-12-06,-0.43
Device_1,1924-11-06,-0.2942
Device_2,1924-11-06,-0.23
Device_1,1924-10-06,-0.2879
Device_2,1924-10-06,-0.36
Device_1,1924-09-06,-0.2836
Device_2,1924-09-06,-0.3
Device_1,1924-08-06,-0.2895
Device_2,1924-08-06,-0.35
Device_1,1924-07-06,-0.2216
Device_2,1924-07-06,-0.27
Device_1,1924-06-06,-0.2259
Device_2,1924-06-06,-0.28
Device_1,1924-05-06,-0.1903
Device_2,1924-05-06,-0.19
Device_1,1924-04-06,-0.2466
Device_2,1924-04-06,-0.35
Device_1,1924-03-06,-0.1130
Device_2,1924-03-06,-0.12
Device_1,1924-02-06,-0.1859
Device_2,1924-02-06,-0.27
Device_1,1924-01-06,-0.2536
Device_2,1924-01-06,-0.24
Device_1,1923-12-06,0.0001
Device_2,1923-12-06,-0.06
Device_1,1923-11-06,0.0285
Device_2,1923-11-06,0.03
Device_1,1923-10-06,-0.1619
Device_2,1923-10-06,-0.13
Device_1,1923-09-06,-0.2454
Device_2,1923-09-06,-0.28
Device_1,1923-08-06,-0.2824
Device_2,1923-08-06,-0.3
Device_1,1923-07-06,-0.2820
Device_2,1923-07-06,-0.29
Device_1,1923-06-06,-0.1948
Device_2,1923-06-06,-0.24
Device_1,1923-05-06,-0.2488
Device_2,1923-05-06,-0.33
Device_1,1923-04-06,-0.3381
Device_2,1923-04-06,-0.38
Device_1,1923-03-06,-0.2697
Device_2,1923-03-06,-0.32
Device_1,1923-02-06,-0.3785
Device_2,1923-02-06,-0.37
Device_1,1923-01-06,-0.2143
Device_2,1923-01-06,-0.27
Device_1,1922-12-06,-0.1563
Device_2,1922-12-06,-0.17
Device_1,1922-11-06,-0.1929
Device_2,1922-11-06,-0.17
Device_1,1922-10-06,-0.2506
Device_2,1922-10-06,-0.33
Device_1,1922-09-06,-0.2525
Device_2,1922-09-06,-0.29
Device_1,1922-08-06,-0.2793
Device_2,1922-08-06,-0.31
Device_1,1922-07-06,-0.2615
Device_2,1922-07-06,-0.27
Device_1,1922-06-06,-0.2820
Device_2,1922-06-06,-0.32
Device_1,1922-05-06,-0.2647
Device_2,1922-05-06,-0.34
Device_1,1922-04-06,-0.1301
Device_2,1922-04-06,-0.22
Device_1,1922-03-06,-0.0787
Device_2,1922-03-06,-0.13
Device_1,1922-02-06,-0.2945
Device_2,1922-02-06,-0.44
Device_1,1922-01-06,-0.3221
Device_2,1922-01-06,-0.34
Device_1,1921-12-06,-0.0822
Device_2,1921-12-06,-0.18
Device_1,1921-11-06,-0.1859
Device_2,1921-11-06,-0.16
Device_1,1921-10-06,-0.0662
Device_2,1921-10-06,-0.06
Device_1,1921-09-06,-0.1481
Device_2,1921-09-06,-0.16
Device_1,1921-08-06,-0.1964
Device_2,1921-08-06,-0.24
Device_1,1921-07-06,-0.1123
Device_2,1921-07-06,-0.16
Device_1,1921-06-06,-0.1665
Device_2,1921-06-06,-0.31
Device_1,1921-05-06,-0.1917
Device_2,1921-05-06,-0.36
Device_1,1921-04-06,-0.2059
Device_2,1921-04-06,-0.36
Device_1,1921-03-06,-0.2176
Device_2,1921-03-06,-0.28
Device_1,1921-02-06,-0.1494
Device_2,1921-02-06,-0.21
Device_1,1921-01-06,-0.0598
Device_2,1921-01-06,-0.04
Device_1,1920-12-06,-0.3886
Device_2,1920-12-06,-0.47
Device_1,1920-11-06,-0.2510
Device_2,1920-11-06,-0.33
Device_1,1920-10-06,-0.2096
Device_2,1920-10-06,-0.29
Device_1,1920-09-06,-0.1755
Device_2,1920-09-06,-0.2
Device_1,1920-08-06,-0.2306
Device_2,1920-08-06,-0.29
Device_1,1920-07-06,-0.2436
Device_2,1920-07-06,-0.32
Device_1,1920-06-06,-0.2559
Device_2,1920-06-06,-0.33
Device_1,1920-05-06,-0.1682
Device_2,1920-05-06,-0.26
Device_1,1920-04-06,-0.2098
Device_2,1920-04-06,-0.26
Device_1,1920-03-06,-0.0583
Device_2,1920-03-06,-0.08
Device_1,1920-02-06,-0.2197
Device_2,1920-02-06,-0.22
Device_1,1920-01-06,-0.1157
Device_2,1920-01-06,-0.15
Device_1,1919-12-06,-0.2980
Device_2,1919-12-06,-0.35
Device_1,1919-11-06,-0.3178
Device_2,1919-11-06,-0.29
Device_1,1919-10-06,-0.2200
Device_2,1919-10-06,-0.16
Device_1,1919-09-06,-0.1833
Device_2,1919-09-06,-0.17
Device_1,1919-08-06,-0.2077
Device_2,1919-08-06,-0.19
Device_1,1919-07-06,-0.2155
Device_2,1919-07-06,-0.21
Device_1,1919-06-06,-0.2348
Device_2,1919-06-06,-0.28
Device_1,1919-05-06,-0.1837
Device_2,1919-05-06,-0.2
Device_1,1919-04-06,-0.0704
Device_2,1919-04-06,-0.17
Device_1,1919-03-06,-0.2393
Device_2,1919-03-06,-0.25
Device_1,1919-02-06,-0.0530
Device_2,1919-02-06,-0.19
Device_1,1919-01-06,-0.2424
Device_2,1919-01-06,-0.21
Device_1,1918-12-06,-0.3195
Device_2,1918-12-06,-0.3
Device_1,1918-11-06,-0.1154
Device_2,1918-11-06,-0.16
Device_1,1918-10-06,-0.0998
Device_2,1918-10-06,-0.03
Device_1,1918-09-06,-0.1481
Device_2,1918-09-06,-0.14
Device_1,1918-08-06,-0.1777
Device_2,1918-08-06,-0.26
Device_1,1918-07-06,-0.2024
Device_2,1918-07-06,-0.22
Device_1,1918-06-06,-0.1829
Device_2,1918-06-06,-0.28
Device_1,1918-05-06,-0.2760
Device_2,1918-05-06,-0.37
Device_1,1918-04-06,-0.2966
Device_2,1918-04-06,-0.4
Device_1,1918-03-06,-0.1783
Device_2,1918-03-06,-0.21
Device_1,1918-02-06,-0.2892
Device_2,1918-02-06,-0.33
Device_1,1918-01-06,-0.2146
Device_2,1918-01-06,-0.44
Device_1,1917-12-06,-0.5329
Device_2,1917-12-06,-0.71
Device_1,1917-11-06,-0.1348
Device_2,1917-11-06,-0.29
Device_1,1917-10-06,-0.2602
Device_2,1917-10-06,-0.35
Device_1,1917-09-06,-0.0635
Device_2,1917-09-06,-0.18
Device_1,1917-08-06,-0.1726
Device_2,1917-08-06,-0.26
Device_1,1917-07-06,-0.1721
Device_2,1917-07-06,-0.23
Device_1,1917-06-06,-0.3432
Device_2,1917-06-06,-0.4
Device_1,1917-05-06,-0.4500
Device_2,1917-05-06,-0.48
Device_1,1917-04-06,-0.3146
Device_2,1917-04-06,-0.38
Device_1,1917-03-06,-0.4287
Device_2,1917-03-06,-0.47
Device_1,1917-02-06,-0.4721
Device_2,1917-02-06,-0.53
Device_1,1917-01-06,-0.4299
Device_2,1917-01-06,-0.46
Device_1,1916-12-06,-0.5742
Device_2,1916-12-06,-0.78
Device_1,1916-11-06,-0.3957
Device_2,1916-11-06,-0.42
Device_1,1916-10-06,-0.2651
Device_2,1916-10-06,-0.28
Device_1,1916-09-06,-0.2616
Device_2,1916-09-06,-0.29
Device_1,1916-08-06,-0.2743
Device_2,1916-08-06,-0.27
Device_1,1916-07-06,-0.2889
Device_2,1916-07-06,-0.34
Device_1,1916-06-06,-0.3834
Device_2,1916-06-06,-0.44
Device_1,1916-05-06,-0.2245
Device_2,1916-05-06,-0.27
Device_1,1916-04-06,-0.1978
Device_2,1916-04-06,-0.25
Device_1,1916-03-06,-0.2944
Device_2,1916-03-06,-0.31
Device_1,1916-02-06,-0.1759
Device_2,1916-02-06,-0.23
Device_1,1916-01-06,-0.1797
Device_2,1916-01-06,-0.2
Device_1,1915-12-06,-0.0503
Device_2,1915-12-06,-0.25
Device_1,1915-11-06,-0.0116
Device_2,1915-11-06,-0.12
Device_1,1915-10-06,-0.1722
Device_2,1915-10-06,-0.22
Device_1,1915-09-06,-0.1111
Device_2,1915-09-06,-0.12
Device_1,1915-08-06,-0.0760
Device_2,1915-08-06,-0.15
Device_1,1915-07-06,-0.0284
Device_2,1915-07-06,-0.03
Device_1,1915-06-06,-0.0858
Device_2,1915-06-06,-0.16
Device_1,1915-05-06,-0.0685
Device_2,1915-05-06,-0.01
Device_1,1915-04-06,0.0215
Device_2,1915-04-06,0.07
Device_1,1915-03-06,-0.1011
Device_2,1915-03-06,-0.08
Device_1,1915-02-06,-0.0108
Device_2,1915-02-06,-0.01
Device_1,1915-01-06,-0.1374
Device_2,1915-01-06,-0.2
Device_1,1914-12-06,-0.0998
Device_2,1914-12-06,-0.1
Device_1,1914-11-06,-0.1202
Device_2,1914-11-06,-0.2
Device_1,1914-10-06,-0.0938
Device_2,1914-10-06,-0.05
Device_1,1914-09-06,-0.1781
Device_2,1914-09-06,-0.13
Device_1,1914-08-06,-0.1757
Device_2,1914-08-06,-0.15
Device_1,1914-07-06,-0.2095
Device_2,1914-07-06,-0.24
Device_1,1914-06-06,-0.1963
Device_2,1914-06-06,-0.22
Device_1,1914-05-06,-0.1647
Device_2,1914-05-06,-0.19
Device_1,1914-04-06,-0.2481
Device_2,1914-04-06,-0.28
Device_1,1914-03-06,-0.1633
Device_2,1914-03-06,-0.23
Device_1,1914-02-06,-0.1203
Device_2,1914-02-06,-0.13
Device_1,1914-01-06,0.0961
Device_2,1914-01-06,0.02
Device_1,1913-12-06,-0.0374
Device_2,1913-12-06,-0.04
Device_1,1913-11-06,-0.1371
Device_2,1913-11-06,-0.18
Device_1,1913-10-06,-0.3112
Device_2,1913-10-06,-0.34
Device_1,1913-09-06,-0.3562
