Device,Date,Temperature
Device_2,1981-10-06,0.13
Device_1,1981-09-06,0.1860
Device_2,1981-09-06,0.17
Device_1,1981-08-06,0.2428
Device_2,1981-08-06,0.35
Device_1,1981-07-06,0.2268
Device_2,1981-07-06,0.35
Device_1,1981-06-06,0.2853
Device_2,1981-06-06,0.31
Device_1,1981-05-06,0.2620
Device_2,1981-05-06,0.25
Device_1,1981-04-06,0.3579
Device_2,1981-04-06,0.32
Device_1,1981-03-06,0.4083
Device_2,1981-03-06,0.48
Device_1,1981-02-06,0.3629
Device_2,1981-02-06,0.41
Device_1,1981-01-06,0.4656
Device_2,1981-01-06,0.56
Device_1,1980-12-06,0.2674
Device_2,1980-12-06,0.21
Device_1,1980-11-06,0.3319
Device_2,1980-11-06,0.3
Device_1,1980-10-06,0.1821
Device_2,1980-10-06,0.2
Device_1,1980-09-06,0.2008
Device_2,1980-09-06,0.21
Device_1,1980-08-06,0.1957
Device_2,1980-08-06,0.24
Device_1,1980-07-06,0.2172
Device_2,1980-07-06,0.28
Device_1,1980-06-06,0.2474
Device_2,1980-06-06,0.16
Device_1,1980-05-06,0.3160
Device_2,1980-05-06,0.34
Device_1,1980-04-06,0.3082
Device_2,1980-04-06,0.32
Device_1,1980-03-06,0.2389
Device_2,1980-03-06,0.29
Device_1,1980-02-06,0.3506
Device_2,1980-02-06,0.42
Device_1,1980-01-06,0.3080
Device_2,1980-01-06,0.3
Device_1,1979-12-06,0.5032
Device_2,1979-12-06,0.47
Device_1,1979-11-06,0.2953
Device_2,1979-11-06,0.29
Device_1,1979-10-06,0.2945
Device_2,1979-10-06,0.26
Device_1,1979-09-06,0.2519
Device_2,1979-09-06,0.27
Device_1,1979-08-06,0.2263
Device_2,1979-08-06,0.14
Device_1,1979-07-06,0.1746
Device_2,1979-07-06,0.03
Device_1,1979-06-06,0.2183
Device_2,1979-06-06,0.14
Device_1,1979-05-06,0.1569
Device_2,1979-05-06,0.06
Device_1,1979-04-06,0.1112
Device_2,1979-04-06,0.13
Device_1,1979-03-06,0.2430
Device_2,1979-03-06,0.19
Device_1,1979-02-06,0.0922
Device_2,1979-02-06,-0.09
Device_1,1979-01-06,0.1602
Device_2,1979-01-06,0.14
Device_1,1978-12-06,0.1512
Device_2,1978-12-06,0.11
Device_1,1978-11-06,0.2245
Device_2,1978-11-06,0.16
Device_1,1978-10-06,0.0646
Device_2,1978-10-06,0.0
Device_1,1978-09-06,0.0748
Device_2,1978-09-06,0.05
Device_1,1978-08-06,0.0033
Device_2,1978-08-06,-0.18
Device_1,1978-07-06,0.0699
Device_2,1978-07-06,0.07
Device_1,1978-06-06,0.0532
Device_2,1978-06-06,-0.03
Device_1,1978-05-06,0.0596
Device_2,1978-05-06,0.07
Device_1,1978-04-06,0.1324
Device_2,1978-04-06,0.15
Device_1,1978-03-06,0.2228
Device_2,1978-03-06,0.21
Device_1,1978-02-06,0.1306
Device_2,1978-02-06,0.14
Device_1,1978-01-06,0.1606
Device_2,1978-01-06,0.08
Device_1,1977-12-06,0.1124
Device_2,1977-12-06,0.05
Device_1,1977-11-06,0.2603
Device_2,1977-11-06,0.2
Device_1,1977-10-06,0.1189
Device_2,1977-10-06,0.04
Device_1,1977-09-06,0.1867
Device_2,1977-09-06,0.02
Device_1,1977-08-06,0.1418
Device_2,1977-08-06,0.19
Device_1,1977-07-06,0.1737
Device_2,1977-07-06,0.23
Device_1,1977-06-06,0.2474
Device_2,1977-06-06,0.25
Device_1,1977-05-06,0.2368
Device_2,1977-05-06,0.3
Device_1,1977-04-06,0.2820
Device_2,1977-04-06,0.27
Device_1,1977-03-06,0.3109
Device_2,1977-03-06,0.25
Device_1,1977-02-06,0.2384
Device_2,1977-02-06,0.2
Device_1,1977-01-06,0.0639
Device_2,1977-01-06,0.18
Device_1,1976-12-06,0.0906
Device_2,1976-12-06,0.09
Device_1,1976-11-06,-0.0432
Device_2,1976-11-06,-0.06
Device_1,1976-10-06,-0.1821
Device_2,1976-10-06,-0.26
Device_1,1976-09-06,-0.0426
Device_2,1976-09-06,-0.09
Device_1,1976-08-06,-0.0894
Device_2,1976-08-06,-0.18
Device_1,1976-07-06,-0.0846
Device_2,1976-07-06,-0.12
Device_1,1976-06-06,-0.0740
Device_2,1976-06-06,-0.15
Device_1,1976-05-06,-0.1228
Device_2,1976-05-06,-0.23
Device_1,1976-04-06,-0.0223
Device_2,1976-04-06,-0.1
Device_1,1976-03-06,-0.2394
Device_2,1976-03-06,-0.21
Device_1,1976-02-06,-0.1221
Device_2,1976-02-06,-0.06
Device_1,1976-01-06,-0.0181
Device_2,1976-01-06,0.0
Device_1,1975-12-06,-0.0895
Device_2,1975-12-06,-0.17
Device_1,1975-11-06,-0.1450
Device_2,1975-11-06,-0.16
Device_1,1975-10-06,-0.1236
Device_2,1975-10-06,-0.09
Device_1,1975-09-06,0.0170
Device_2,1975-09-06,-0.03
Device_1,1975-08-06,-0.0671
Device_2,1975-08-06,-0.2
Device_1,1975-07-06,0.0055
Device_2,1975-07-06,-0.03
Device_1,1975-06-06,0.0342
Device_2,1975-06-06,-0.02
Device_1,1975-05-06,0.0693
Device_2,1975-05-06,0.16
Device_1,1975-04-06,0.0779
Device_2,1975-04-06,0.06
Device_1,1975-03-06,0.1096
Device_2,1975-03-06,0.14
Device_1,1975-02-06,0.0326
Device_2,1975-02-06,0.07
Device_1,1975-01-06,0.1201
Device_2,1975-01-06,0.07
Device_1,1974-12-06,-0.0976
Device_2,1974-12-06,-0.09
Device_1,1974-11-06,-0.0671
Device_2,1974-11-06,-0.07
Device_1,1974-10-06,-0.0831
Device_2,1974-10-06,-0.07
Device_1,1974-09-06,-0.0428
Device_2,1974-09-06,-0.12
Device_1,1974-08-06,0.0131
Device_2,1974-08-06,0.12
Device_1,1974-07-06,0.0195
Device_2,1974-07-06,-0.03
Device_1,1974-06-06,-0.0375
Device_2,1974-06-06,-0.05
Device_1,1974-05-06,-0.0246
Device_2,1974-05-06,-0.01
Device_1,1974-04-06,-0.0420
Device_2,1974-04-06,-0.1
Device_1,1974-03-06,-0.0509
Device_2,1974-03-06,-0.05
Device_1,1974-02-06,-0.2548
Device_2,1974-02-06,-0.28
Device_1,1974-01-06,-0.1953
Device_2,1974-01-06,-0.14
Device_1,1973-12-06,0.0277
Device_2,1973-12-06,-0.06
Device_1,1973-11-06,0.0220
Device_2,1973-11-06,0.06
Device_1,1973-10-06,0.0446
Device_2,1973-10-06,0.12
Device_1,1973-09-06,0.0563
Device_2,1973-09-06,0.06
Device_1,1973-08-06,0.0774
Device_2,1973-08-06,0.02
Device_1,1973-07-06,0.1163
Device_2,1973-07-06,0.09
Device_1,1973-06-06,0.1972
Device_2,1973-06-06,0.16
Device_1,1973-05-06,0.2152
Device_2,1973-05-06,0.26
Device_1,1973-04-06,0.2502
Device_2,1973-04-06,0.25
Device_1,1973-03-06,0.3305
Device_2,1973-03-06,0.26
Device_1,1973-02-06,0.3722
Device_2,1973-02-06,0.3
Device_1,1973-01-06,0.2590
Device_2,1973-01-06,0.28
Device_1,1972-12-06,0.2529
Device_2,1972-12-06,0.18
Device_1,1972-11-06,0.0799
Device_2,1972-11-06,0.03
Device_1,1972-10-06,0.0891
Device_2,1972-10-06,0.09
Device_1,1972-09-06,0.0207
Device_2,1972-09-06,0.03
Device_1,1972-08-06,0.0863
Device_2,1972-08-06,0.18
Device_1,1972-07-06,0.0639
Device_2,1972-07-06,0.02
Device_1,1972-06-06,0.0765
Device_2,1972-06-06,0.04
Device_1,1972-05-06,0.0147
Device_2,1972-05-06,-0.03
Device_1,1972-04-06,0.0357
Device_2,1972-04-06,-0.01
Device_1,1972-03-06,0.0014
Device_2,1972-03-06,0.02
Device_1,1972-02-06,-0.1624
Device_2,1972-02-06,-0.17
Device_1,1972-01-06,-0.2415
Device_2,1972-01-06,-0.24
Device_1,1971-12-06,-0.0198
Device_2,1971-12-06,-0.08
Device_1,1971-11-06,0.0363
Device_2,1971-11-06,-0.04
Device_1,1971-10-06,-0.0763
Device_2,1971-10-06,-0.05
Device_1,1971-09-06,-0.0443
Device_2,1971-09-06,-0.01
Device_1,1971-08-06,-0.0688
Device_2,1971-08-06,-0.03
Device_1,1971-07-06,-0.0630
Device_2,1971-07-06,-0.12
Device_1,1971-06-06,-0.1243
Device_2,1971-06-06,-0.18
Device_1,1971-05-06,-0.0899
Device_2,1971-05-06,-0.06
Device_1,1971-04-06,-0.1299
Device_2,1971-04-06,-0.09
Device_1,1971-03-06,-0.1412
Device_2,1971-03-06,-0.18
Device_1,1971-02-06,-0.2144
Device_2,1971-02-06,-0.2
Device_1,1971-01-06,-0.0045
Device_2,1971-01-06,-0.02
Device_1,1970-12-06,-0.0954
Device_2,1970-12-06,-0.13
Device_1,1970-11-06,0.0226
Device_2,1970-11-06,0.01
Device_1,1970-10-06,-0.0367
Device_2,1970-10-06,0.05
Device_1,1970-09-06,0.0077
Device_2,1970-09-06,0.11
Device_1,1970-08-06,-0.0198
Device_2,1970-08-06,-0.11
Device_1,1970-07-06,-0.0218
Device_2,1970-07-06,-0.04
Device_1,1970-06-06,0.0295
Device_2,1970-06-06,-0.03
Device_1,1970-05-06,0.0414
Device_2,1970-05-06,-0.05
Device_1,1970-04-06,0.1310
Device_2,1970-04-06,0.09
Device_1,1970-03-06,0.0317
Device_2,1970-03-06,0.08
Device_1,1970-02-06,0.2353
Device_2,1970-02-06,0.22
Device_1,1970-01-06,0.1214
Device_2,1970-01-06,0.09
Device_1,1969-12-06,0.2468
Device_2,1969-12-06,0.27
Device_1,1969-11-06,0.1896
Device_2,1969-11-06,0.12
Device_1,1969-10-06,0.0713
Device_2,1969-10-06,0.11
Device_1,1969-09-06,0.0843
Device_2,1969-09-06,0.1
Device_1,1969-08-06,0.0954
Device_2,1969-08-06,0.03
Device_1,1969-07-06,0.0933
Device_2,1969-07-06,-0.01
Device_1,1969-06-06,0.0766
Device_2,1969-06-06,0.05
Device_1,1969-05-06,0.1756
Device_2,1969-05-06,0.2
Device_1,1969-04-06,0.1935
Device_2,1969-04-06,0.19
Device_1,1969-03-06,0.1222
Device_2,1969-03-06,0.0
Device_1,1969-02-06,-0.1038
Device_2,1969-02-06,-0.14
Device_1,1969-01-06,-0.1295
Device_2,1969-01-06,-0.11
Device_1,1968-12-06,-0.0431
Device_2,1968-12-06,-0.14
Device_1,1968-11-06,0.0156
Device_2,1968-11-06,-0.04
Device_1,1968-10-06,0.0471
Device_2,1968-10-06,0.12
Device_1,1968-09-06,-0.0112
Device_2,1968-09-06,-0.18
Device_1,1968-08-06,-0.0143
Device_2,1968-08-06,-0.11
Device_1,1968-07-06,-0.0197
Device_2,1968-07-06,-0.11
Device_1,1968-06-06,-0.0161
Device_2,1968-06-06,-0.06
Device_1,1968-05-06,-0.0803
Device_2,1968-05-06,-0.1
Device_1,1968-04-06,-0.0703
Device_2,1968-04-06,-0.05
Device_1,1968-03-06,0.1508
Device_2,1968-03-06,0.21
Device_1,1968-02-06,-0.1266
Device_2,1968-02-06,-0.15
Device_1,1968-01-06,-0.1865
Device_2,1968-01-06,-0.23
Device_1,1967-12-06,-0.0400
Device_2,1967-12-06,-0.02
Device_1,1967-11-06,-0.0212
Device_2,1967-11-06,-0.06
Device_1,1967-10-06,0.1288
Device_2,1967-10-06,0.06
Device_1,1967-09-06,-0.0317
Device_2,1967-09-06,-0.04
Device_1,1967-08-06,-0.0055
Device_2,1967-08-06,0.02
Device_1,1967-07-06,-0.0177
Device_2,1967-07-06,0.01
Device_1,1967-06-06,-0.0299
Device_2,1967-06-06,-0.08
Device_1,1967-05-06,0.1243
Device_2,1967-05-06,0.14
Device_1,1967-04-06,0.0056
Device_2,1967-04-06,-0.05
Device_1,1967-03-06,0.0029
Device_2,1967-03-06,0.03
Device_1,1967-02-06,-0.1656
Device_2,1967-02-06,-0.2
Device_1,1967-01-06,-0.1068
Device_2,1967-01-06,-0.06
Device_1,1966-12-06,-0.1244
Device_2,1966-12-06,-0.06
Device_1,1966-11-06,-0.0465
Device_2,1966-11-06,-0.02
Device_1,1966-10-06,-0.0592
Device_2,1966-10-06,-0.15
Device_1,1966-09-06,0.0261
Device_2,1966-09-06,-0.01
Device_1,1966-08-06,0.0191
Device_2,1966-08-06,-0.1
Device_1,1966-07-06,0.0667
Device_2,1966-07-06,0.09
Device_1,1966-06-06,0.0577
Device_2,1966-06-06,0.02
Device_1,1966-05-06,-0.0359
Device_2,1966-05-06,-0.1
Device_1,1966-04-06,-0.0908
Device_2,1966-04-06,-0.13
Device_1,1966-03-06,-0.0025
Device_2,1966-03-06,0.04
Device_1,1966-02-06,-0.0373
Device_2,1966-02-06,0.0
Device_1,1966-01-06,-0.0458
Device_2,1966-01-06,-0.16
Device_1,1965-12-06,-0.0124
Device_2,1965-12-06,-0.05
Device_1,1965-11-06,-0.0900
Device_2,1965-11-06,-0.06
Device_1,1965-10-06,0.0238
Device_2,1965-10-06,-0.04
Device_1,1965-09-06,-0.0503
Device_2,1965-09-06,-0.15
Device_1,1965-08-06,-0.0464
Device_2,1965-08-06,-0.01
Device_1,1965-07-06,-0.0841
Device_2,1965-07-06,-0.12
Device_1,1965-06-06,-0.0434
Device_2,1965-06-06,-0.08
Device_1,1965-05-06,-0.0787
Device_2,1965-05-06,-0.14
Device_1,1965-04-06,-0.1875
Device_2,1965-04-06,-0.2
Device_1,1965-03-06,-0.1005
Device_2,1965-03-06,-0.11
Device_1,1965-02-06,-0.1966
Device_2,1965-02-06,-0.17
Device_1,1965-01-06,-0.0699
Device_2,1965-01-06,-0.09
Device_1,1964-12-06,-0.2651
Device_2,1964-12-06,-0.3
Device_1,1964-11-06,-0.2017
Device_2,1964-11-06,-0.21
Device_1,1964-10-06,-0.2665
Device_2,1964-10-06,-0.3
Device_1,1964-09-06,-0.2093
Device_2,1964-09-06,-0.28
Device_1,1964-08-06,-0.1669
Device_2,1964-08-06,-0.2
Device_1,1964-07-06,-0.1111
Device_2,1964-07-06,-0.07
Device_1,1964-06-06,-0.0931
Device_2,1964-06-06,-0.07
Device_1,1964-05-06,-0.0980
Device_2,1964-05-06,-0.25
Device_1,1964-04-06,-0.1847
Device_2,1964-04-06,-0.3
Device_1,1964-03-06,-0.1421
Device_2,1964-03-06,-0.22
Device_1,1964-02-06,-0.1048
Device_2,1964-02-06,-0.12
Device_1,1964-01-06,0.0488
Device_2,1964-01-06,-0.06
Device_1,1963-12-06,0.0812
Device_2,1963-12-06,0.0
Device_1,1963-11-06,0.1947
Device_2,1963-11-06,0.15
Device_1,1963-10-06,0.2148
Device_2,1963-10-06,0.15
Device_1,1963-09-06,0.1629
Device_2,1963-09-06,0.2
Device_1,1963-08-06,0.1579
Device_2,1963-08-06,0.25
Device_1,1963-07-06,0.1382
Device_2,1963-07-06,0.08
Device_1,1963-06-06,0.0499
Device_2,1963-06-06,0.03
Device_1,1963-05-06,0.0130
Device_2,1963-05-06,-0.09
Device_1,1963-04-06,-0.0041
Device_2,1963-04-06,-0.05
Device_1,1963-03-06,-0.0216
Device_2,1963-03-06,-0.13
Device_1,1963-02-06,0.2566
Device_2,1963-02-06,0.19
Device_1,1963-01-06,0.0376
Device_2,1963-01-06,-0.03
Device_1,1962-12-06,0.0881
Device_2,1962-12-06,-0.01
Device_1,1962-11-06,0.0745
Device_2,1962-11-06,0.06
Device_1,1962-10-06,0.0796
Device_2,1962-10-06,-0.03
Device_1,1962-09-06,0.0606
Device_2,1962-09-06,-0.01
Device_1,1962-08-06,0.0552
Device_2,1962-08-06,-0.02
Device_1,1962-07-06,0.0905
Device_2,1962-07-06,-0.02
Device_1,1962-06-06,0.0574
Device_2,1962-06-06,0.06
Device_1,1962-05-06,0.0589
Device_2,1962-05-06,-0.06
Device_1,1962-04-06,0.0763
Device_2,1962-04-06,0.05
Device_1,1962-03-06,0.1197
Device_2,1962-03-06,0.12
Device_1,1962-02-06,0.1698
Device_2,1962-02-06,0.14
Device_1,1962-01-06,0.1345
Device_2,1962-01-06,0.08
Device_1,1961-12-06,-0.0171
Device_2,1961-12-06,-0.15
Device_1,1961-11-06,0.0160
Device_2,1961-11-06,0.03
Device_1,1961-10-06,-0.0350
Device_2,1961-10-06,0.0
Device_1,1961-09-06,-0.0041
Device_2,1961-09-06,0.05
Device_1,1961-08-06,0.0320
Device_2,1961-08-06,0.02
Device_1,1961-07-06,0.0350
Device_2,1961-07-06,-0.03
Device_1,1961-06-06,0.1479
Device_2,1961-06-06,0.12
Device_1,1961-05-06,0.1614
Device_2,1961-05-06,0.13
Device_1,1961-04-06,0.1335
Device_2,1961-04-06,0.15
Device_1,1961-03-06,0.1646
Device_2,1961-03-06,0.09
Device_1,1961-02-06,0.1768
Device_2,1961-02-06,0.18
Device_1,1961-01-06,0.1188
Device_2,1961-01-06,0.07
Device_1,1960-12-06,0.2278
Device_2,1960-12-06,0.18
Device_1,1960-11-06,-0.0484
Device_2,1960-11-06,-0.11
Device_1,1960-10-06,0.0390
Device_2,1960-10-06,0.07
Device_1,1960-09-06,0.0638
Device_2,1960-09-06,0.05
Device_1,1960-08-06,0.0461
Device_2,1960-08-06,-0.01
Device_1,1960-07-06,0.0339
Device_2,1960-07-06,-0.02
Device_1,1960-06-06,0.0772
Device_2,1960-06-06,0.01
Device_1,1960-05-06,-0.0841
Device_2,1960-05-06,-0.08
Device_1,1960-04-06,-0.0954
Device_2,1960-04-06,-0.16
Device_1,1960-03-06,-0.2041
Device_2,1960-03-06,-0.36
Device_1,1960-02-06,0.1858
Device_2,1960-02-06,0.14
Device_1,1960-01-06,0.0032
Device_2,1960-01-06,-0.01
Device_1,1959-12-06,-0.0343
Device_2,1959-12-06,-0.03
Device_1,1959-11-06,-0.0790
Device_2,1959-11-06,-0.09
Device_1,1959-10-06,-0.0137
Device_2,1959-10-06,-0.09
Device_1,1959-09-06,0.0970
Device_2,1959-09-06,-0.06
Device_1,1959-08-06,0.0516
Device_2,1959-08-06,-0.01
Device_1,1959-07-06,0.0671
Device_2,1959-07-06,0.06
Device_1,1959-06-06,0.0849
Device_2,1959-06-06,0.02
Device_1,1959-05-06,0.0263
Device_2,1959-05-06,0.06
Device_1,1959-04-06,0.1180
Device_2,1959-04-06,0.16
Device_1,1959-03-06,0.2041
Device_2,1959-03-06,0.19
Device_1,1959-02-06,0.0682
Device_2,1959-02-06,0.09
Device_1,1959-01-06,0.1250
Device_2,1959-01-06,0.06
Device_1,1958-12-06,0.1452
Device_2,1958-12-06,0.01
Device_1,1958-11-06,0.0896
Device_2,1958-11-06,0.02
Device_1,1958-10-06,0.0405
Device_2,1958-10-06,0.04
Device_1,1958-09-06,0.0186
Device_2,1958-09-06,-0.03
Device_1,1958-08-06,0.0528
Device_2,1958-08-06,-0.06
Device_1,1958-07-06,0.0649
Device_2,1958-07-06,0.06
Device_1,1958-06-06,0.0624
Device_2,1958-06-06,-0.05
Device_1,1958-05-06,0.1007
Device_2,1958-05-06,0.08
Device_1,1958-04-06,0.1140
Device_2,1958-04-06,0.01
Device_1,1958-03-06,0.1181
Device_2,1958-03-06,0.1
Device_1,1958-02-06,0.2103
Device_2,1958-02-06,0.24
Device_1,1958-01-06,0.2964
Device_2,1958-01-06,0.39
Device_1,1957-12-06,0.2290
Device_2,1957-12-06,0.16
Device_1,1957-11-06,0.1282
Device_2,1957-11-06,0.07
Device_1,1957-10-06,0.0143
Device_2,1957-10-06,0.01
Device_1,1957-09-06,0.0748
Device_2,1957-09-06,0.06
Device_1,1957-08-06,0.1302
Device_2,1957-08-06,0.14
Device_1,1957-07-06,0.0596
Device_2,1957-07-06,0.01
Device_1,1957-06-06,0.1577
Device_2,1957-06-06,0.16
Device_1,1957-05-06,0.1092
Device_2,1957-05-06,0.08
Device_1,1957-04-06,-0.0193
Device_2,1957-04-06,-0.04
Device_1,1957-03-06,-0.0680
Device_2,1957-03-06,-0.05
Device_1,1957-02-06,-0.1118
Device_2,1957-02-06,-0.05
Device_1,1957-01-06,-0.1178
Device_2,1957-01-06,-0.14
Device_1,1956-12-06,-0.1530
Device_2,1956-12-06,-0.1
Device_1,1956-11-06,-0.1564
Device_2,1956-11-06,-0.17
Device_1,1956-10-06,-0.1989
Device_2,1956-10-06,-0.24
Device_1,1956-09-06,-0.2520
Device_2,1956-09-06,-0.22
Device_1,1956-08-06,-0.1866
Device_2,1956-08-06,-0.25
Device_1,1956-07-06,-0.1346
Device_2,1956-07-06,-0.12
Device_1,1956-06-06,-0.1437
Device_2,1956-06-06,-0.15
Device_1,1956-05-06,-0.2275
Device_2,1956-05-06,-0.28
Device_1,1956-04-06,-0.2846
Device_2,1956-04-06,-0.26
Device_1,1956-03-06,-0.2003
Device_2,1956-03-06,-0.23
Device_1,1956-02-06,-0.2732
Device_2,1956-02-06,-0.25
Device_1,1956-01-06,-0.1773
Device_2,1956-01-06,-0.17
Device_1,1955-12-06,-0.2706
Device_2,1955-12-06,-0.32
Device_1,1955-11-06,-0.2373
Device_2,1955-11-06,-0.28
Device_1,1955-10-06,-0.1232
Device_2,1955-10-06,-0.05
Device_1,1955-09-06,-0.0923
Device_2,1955-09-06,-0.13
Device_1,1955-08-06,-0.0262
Device_2,1955-08-06,0.04
Device_1,1955-07-06,-0.0881
Device_2,1955-07-06,-0.09
Device_1,1955-06-06,-0.0695
Device_2,1955-06-06,-0.08
Device_1,1955-05-06,-0.1274
Device_2,1955-05-06,-0.2
Device_1,1955-04-06,-0.2383
Device_2,1955-04-06,-0.23
Device_1,1955-03-06,-0.3091
Device_2,1955-03-06,-0.36
Device_1,1955-02-06,-0.1303
Device_2,1955-02-06,-0.21
Device_1,1955-01-06,0.0879
Device_2,1955-01-06,0.11
Device_1,1954-12-06,-0.1859
Device_2,1954-12-06,-0.18
Device_1,1954-11-06,0.0390
Device_2,1954-11-06,0.08
Device_1,1954-10-06,-0.0694
Device_2,1954-10-06,-0.01
Device_1,1954-09-06,-0.0595
Device_2,1954-09-06,-0.07
Device_1,1954-08-06,-0.0913
Device_2,1954-08-06,-0.13
Device_1,1954-07-06,-0.1229
Device_2,1954-07-06,-0.16
Device_1,1954-06-06,-0.1161
Device_2,1954-06-06,-0.16
Device_1,1954-05-06,-0.2020
Device_2,1954-05-06,-0.2
Device_1,1954-04-06,-0.1766
Device_2,1954-04-06,-0.18
Device_1,1954-03-06,-0.0910
Device_2,1954-03-06,-0.12
Device_1,1954-02-06,-0.0865
Device_2,1954-02-06,-0.1
Device_1,1954-01-06,-0.2352
Device_2,1954-01-06,-0.28
Device_1,1953-12-06,0.0555
Device_2,1953-12-06,0.03
Device_1,1953-11-06,-0.0621
Device_2,1953-11-06,-0.05
Device_1,1953-10-06,0.0723
Device_2,1953-10-06,0.05
Device_1,1953-09-06,0.0632
Device_2,1953-09-06,0.06
Device_1,1953-08-06,0.0812
Device_2,1953-08-06,0.08
Device_1,1953-07-06,0.0662
Device_2,1953-07-06,0.02
Device_1,1953-06-06,0.1240
Device_2,1953-06-06,0.08
Device_1,1953-05-06,0.1440
Device_2,1953-05-06,0.08
Device_1,1953-04-06,0.1873
Device_2,1953-04-06,0.2
Device_1,1953-03-06,0.1539
Device_2,1953-03-06,0.11
Device_1,1953-02-06,0.1534
Device_2,1953-02-06,0.16
Device_1,1953-01-06,0.1037
Device_2,1953-01-06,0.09
Device_1,1952-12-06,-0.0080
Device_2,1952-12-06,-0.02
Device_1,1952-11-06,-0.1975
Device_2,1952-11-06,-0.17
Device_1,1952-10-06,-0.0366
Device_2,1952-10-06,-0.04
Device_1,1952-09-06,0.0653
Device_2,1952-09-06,0.08
Device_1,1952-08-06,0.0647
Device_2,1952-08-06,0.07
Device_1,1952-07-06,0.0735
Device_2,1952-07-06,0.05
Device_1,1952-06-06,0.0396
Device_2,1952-06-06,-0.04
Device_1,1952-05-06,0.0340
Device_2,1952-05-06,-0.05
Device_1,1952-04-06,0.0666
Device_2,1952-04-06,0.02
Device_1,1952-03-06,-0.0480
Device_2,1952-03-06,-0.1
Device_1,1952-02-06,0.0921
Device_2,1952-02-06,0.12
Device_1,1952-01-06,0.1520
Device_2,1952-01-06,0.16
Device_1,1951-12-06,0.2148
Device_2,1951-12-06,0.15
Device_1,1951-11-06,0.0260
Device_2,1951-11-06,0.0
Device_1,1951-10-06,0.1081
Device_2,1951-10-06,0.06
Device_1,1951-09-06,0.1322
Device_2,1951-09-06,0.07
Device_1,1951-08-06,0.1130
Device_2,1951-08-06,0.05
Device_1,1951-07-06,0.1101
Device_2,1951-07-06,0.0
Device_1,1951-06-06,0.0381
Device_2,1951-06-06,-0.05
Device_1,1951-05-06,0.0569
Device_2,1951-05-06,-0.02
Device_1,1951-04-06,-0.0877
Device_2,1951-04-06,-0.1
Device_1,1951-03-06,-0.1689
Device_2,1951-03-06,-0.19
Device_1,1951-02-06,-0.4101
Device_2,1951-02-06,-0.44
Device_1,1951-01-06,-0.2903
Device_2,1951-01-06,-0.35
Device_1,1950-12-06,-0.1810
Device_2,1950-12-06,-0.2
Device_1,1950-11-06,-0.3605
Device_2,1950-11-06,-0.35
Device_1,1950-10-06,-0.1661
Device_2,1950-10-06,-0.2
Device_1,1950-09-06,-0.1049
Device_2,1950-09-06,-0.1
Device_1,1950-08-06,-0.1382
Device_2,1950-08-06,-0.18
Device_1,1950-07-06,-0.1053
Device_2,1950-07-06,-0.09
Device_1,1950-06-06,-0.0559
Device_2,1950-06-06,-0.06
Device_1,1950-05-06,-0.0536
Device_2,1950-05-06,-0.12
Device_1,1950-04-06,-0.1706
Device_2,1950-04-06,-0.21
Device_1,1950-03-06,-0.0868
Device_2,1950-03-06,-0.06
Device_1,1950-02-06,-0.2389
Device_2,1950-02-06,-0.26
Device_1,1950-01-06,-0.2777
Device_2,1950-01-06,-0.3
Device_1,1949-12-06,-0.1821
Device_2,1949-12-06,-0.19
Device_1,1949-11-06,-0.0534
Device_2,1949-11-06,-0.08
Device_1,1949-10-06,-0.0297
Device_2,1949-10-06,-0.03
Device_1,1949-09-06,-0.0701
Device_2,1949-09-06,-0.08
Device_1,1949-08-06,-0.0217
Device_2,1949-08-06,-0.08
Device_1,1949-07-06,-0.0770
Device_2,1949-07-06,-0.13
Device_1,1949-06-06,-0.1486
Device_2,1949-06-06,-0.22
Device_1,1949-05-06,-0.0063
Device_2,1949-05-06,-0.09
Device_1,1949-04-06,0.0076
Device_2,1949-04-06,-0.07
Device_1,1949-03-06,-0.0732
Device_2,1949-03-06,-0.01
Device_1,1949-02-06,-0.1476
Device_2,1949-02-06,-0.16
Device_1,1949-01-06,0.1209
Device_2,1949-01-06,0.09
Device_1,1948-12-06,-0.1121
Device_2,1948-12-06,-0.23
Device_1,1948-11-06,-0.0560
Device_2,1948-11-06,-0.08
Device_1,1948-10-06,-0.0650
Device_2,1948-10-06,-0.07
Device_1,1948-09-06,-0.1032
Device_2,1948-09-06,-0.1
Device_1,1948-08-06,-0.0282
Device_2,1948-08-06,-0.1
Device_1,1948-07-06,-0.0622
Device_2,1948-07-06,-0.13
Device_1,1948-06-06,-0.0150
Device_2,1948-06-06,-0.05
Device_1,1948-05-06,0.1427
Device_2,1948-05-06,0.08
Device_1,1948-04-06,-0.0646
Device_2,1948-04-06,-0.09
Device_1,1948-03-06,-0.1841
Device_2,1948-03-06,-0.23
Device_1,1948-02-06,-0.0906
Device_2,1948-02-06,-0.13
Device_1,1948-01-06,0.0535
Device_2,1948-01-06,0.05
Device_1,1947-12-06,-0.1463
Device_2,1947-12-06,-0.18
Device_1,1947-11-06,-0.0238
Device_2,1947-11-06,-0.01
Device_1,1947-10-06,0.0549
Device_2,1947-10-06,0.06
Device_1,1947-09-06,-0.1306
Device_2,1947-09-06,-0.14
Device_1,1947-08-06,-0.0623
Device_2,1947-08-06,-0.08
Device_1,1947-07-06,-0.0138
Device_2,1947-07-06,-0.06
